pdb_id,pdbx_caspflag,pdbx_descriptor,title,pdbx_keywords,text,pdbx_model_type_details,pdbx_model_details
2FX8,,,Structural basis of enhanced binding of extended and helically constrained peptide epitopes of the broadly neutralizing HIV-1 antibody 4E10.,IMMUNE SYSTEM,"immunoglobulin fold, beta-sandwich, antibody-epitope complex, IMMUNE SYSTEM",,
6WTV,N,"Reticulocyte binding protein 2a, 237235 Fab heavy chain, 237235 Fab light chain",Naturally acquired blocking human monoclonal antibodies to Plasmodium vivax reticulocyte binding protein 2b.,CELL INVASION,"invasion, plasmodium vivax, malaria, antibody complex, CELL INVASION",,
6BGT,N,"Receptor tyrosine-protein kinase erbB-2 (E.C.2.7.10.1), Herceptin light chain mutant,Herceptin heavy chain Fab fragment mutant","Stable human IgG antibody therapeutics with native 
framework structure",TRANSFERASE/IMMUNE SYSTEM,"Herceptin, antibody, TRANSFERASE-IMMUNE SYSTEM complex",,
6J9O,N,"Heavy chain of AF4H1K1 scFv, Light chain of AF4H1K1 scFv",Light chain modulates heavy chain conformation to change protection profile of monoclonal antibodies against influenza A viruses.,ANTIVIRAL PROTEIN,"a free scFv molecule, AF4H1K1, influenza A viruses, HA binding antibody, ANTIVIRAL PROTEIN",,
7JKT,N,"HIV-1 gp120 core from strain d45-01dG5, Heavy chain of antibody 2413a, Light chain of antibody 2413a",Vaccination induces maturation in a mouse model of diverse unmutated VRC01-class precursors to HIV-neutralizing antibodies with >50% breadth.,Viral Protein/Immune System,"broadly neutralizing antibody, VRC01-class, vaccine-elicited, IMMUNE SYSTEM, Viral Protein-Immune System complex",,
6VN7,N,"Vasoactive intestinal polypeptide receptor 1, Pituitary adenylate cyclase-activating polypeptide, Guanine nucleotide-binding protein G(s) subunit alpha isoforms short, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1, Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2, Nanobody 35",Cryo-EM structure of an activated VIP1 receptor-G protein complex revealed by a NanoBiT tethering strategy.,SIGNALING PROTEIN,"Vasoactive intestinal polypeptide receptor, VIP1R, G protein-coupled receptor, Gs protein, cryo-EM structure, SIGNALING PROTEIN",,
7DQ7,N,"Virion protein 1, VP2, VP3, Capsid protein VP4, 5F5 VL, 5F5 VH",Cryo-EM structures reveal the molecular basis of receptor-initiated coxsackievirus uncoating.,VIRUS/IMMUNE SYSTEM,"Coxsackievirus B1, CAR, Cryo-EM, neutralizing antibody, VIRUS, VIRUS-IMMUNE SYSTEM complex",,
7E72,N,,Structural insights into the clustering and activation of Tie2 receptor mediated by Tie2 agonistic antibody.,MEMBRANE PROTEIN,"antigen-antibody complex, agonistic antibody, angiogenesis, vascular stabilization, receptor tyrosine kinase, Tie2, MEMBRANE PROTEIN",,
7NXA,N,"COVOX-158 heavy chain, COVOX-158 light chain, Spike glycoprotein",Antibody evasion by the P.1 strain of SARS-CoV-2.,VIRAL PROTEIN/IMMUNE SYSTEM,"SARS-CoV-2 B.1.1.7 variant, B.1.351 variant, P.1 variant, antibody, receptor-binding-domain, spike, neutralisation, VIRAL PROTEIN/IMMUNE SYSTEM, VIRAL PROTEIN, IMMUNE SYSTEM, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
5TFW,N,"10E8 FAB HEAVY CHAIN, 10E8 FAB LIGHT CHAIN, 10E8 EPITOPE SCAFFOLD T117v2",Lipid interactions and angle of approach to the HIV-1 viral membrane of broadly neutralizing antibody 10E8: Insights for vaccine and therapeutic design.,IMMUNE SYSTEM,"HIV-1 GP41 MPER, 10E8 FAB, LIPID MEMBRANE, IMMUNE SYSTEM",,
3RAJ,,"ADP-ribosyl cyclase 1 (E.C.3.2.2.5), heavy chain of the Fab fragment  of antibody HB7, light chain of the Fab fragment  of antibody HB7",Engineering a novel cytosolic form of CD38 for cyclic ADP-ribose dependent signaling,HYDROLASE/IMMUNE SYSTEM,"CD38, ADP-ribosyl cyclase, cyclic ADP-ribose, X-crystallography, Calcium signaling, agonistic antibody, HB7, HYDROLASE-IMMUNE SYSTEM complex",,
6CXG,N,"2G12 light chain, 2g12 heavy chain, 10V1S glycopeptide",Oligomannose Glycopeptide Conjugates Elicit Antibodies Targeting the Glycan Core Rather than Its Extremities.,IMMUNE SYSTEM,"antibody, glycopeptide, HIV-1, glycobiology, IMMUNE SYSTEM",,
6RLM,N,"AT1412dm Fab (Heavy Chain), AT1412dm Fab (Light Chain)",Structural basis of a homo-dimerization site in tetraspanin CD9 targeted by a melanoma patient-derived antibody,IMMUNE SYSTEM,"Antibody, Fab, CD9-binding, affinity-improvement, IMMUNE SYSTEM",,
6OPP,N,"17b Fab light chain, Envelope glycoprotein gp41, Envelope glycoprotein gp160, T-cell surface glycoprotein CD4, 17b Fab heavy chain",A Strain-Specific Inhibitor of Receptor-Bound HIV-1 Targets a Pocket near the Fusion Peptide.,VIRAL PROTEIN/Immune System,"HIV-1, Env, CD4, receptor-bound state, detergent, DDM, VIRAL PROTEIN, VIRAL PROTEIN-Immune System complex",,
6MNQ,N,"Envelope glycoprotein, Ab DH727.2 heavy chain Fab fragment, Ab DH727.2 light chain",Difficult-to-neutralize global HIV-1 isolates are neutralized by antibodies targeting open envelope conformations.,IMMUNE SYSTEM,"HIV-1 gp120 V3 antibody, IMMUNE SYSTEM",,
7ND3,N,"COVOX-158 heavy chain, COVOX-158 light chain, Spike glycoprotein",The antigenic anatomy of SARS-CoV-2 receptor binding domain.,VIRAL PROTEIN/IMMUNE SYSTEM,"SARS-CoV-2, antibody, germline, V-gene, receptor-binding-domain, spike, neutralisation, protection, glycosylation, valency, VIRAL PROTEIN/IMMUNE SYSTEM, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
4RAV,,"Single-chain Fv, VL, single-chain Fv, VH, Huntingtin",Structure of a single-chain fv bound to the 17 N-terminal residues of huntingtin provides insights into pathogenic amyloid formation and suppression.,IMMUNE SYSTEM/Apoptosis,"immunoglobulin fold, immunity, 1-17 residues of huntingtin, IMMUNE SYSTEM-Apoptosis complex",,
1U8H,,"ANTIBODY 2F5 (LIGHT CHAIN), ANTIBODY 2F5 (HEAVY CHAIN), GP41 PEPTIDE",Crystallographic definition of the epitope promiscuity of the broadly neutralizing anti-human immunodeficiency virus type 1 antibody 2F5: vaccine design implications,IMMUNE SYSTEM,"Fab complex, HIV-1 Neutralization, gp41 Peptide, IMMUNE SYSTEM",,
4XT1,,"US28, CX3CL1, nanobody 7",Structural biology. Structural basis for chemokine recognition and activation of a viral G protein-coupled receptor.,VIRAL PROTEIN/SIGNALLING PROTEIN,"GPCR, chemokine, membrane protein, complex, VIRAL PROTEIN-SIGNALLING PROTEIN complex",,
1IBG,,"IGG FAB (IGG2B, KAPPA) FRAGMENT (40-50 FAB) COMPLEXED WITH OUABAIN",Structure and Specificity of the Anti-Digoxin Antibody 40-50,IMMUNE SYSTEM,"IMMUNOGLOBULIN, FAB, COMPLEX, IMMUNE SYSTEM",,
7RDA,N,,Vaccination in a humanized mouse model elicits highly protective PfCSP-targeting anti-malarial antibodies.,IMMUNE SYSTEM,"Malaria, CSP, Junction region, antibody, m43.138, IMMUNE SYSTEM",,
6OC3,N,"Heavy chain of FluA-20 Fab,IgG H chain, Light chain of FluA-20 Fab,Immunoblobulin light chain, Hemagglutinin",A Site of Vulnerability on the Influenza Virus Hemagglutinin Head Domain Trimer Interface.,IMMUNE SYSTEM,"anti-flu antibody, HA head domain, IMMUNE SYSTEM",,
4W6Y,,"Lectin domain of F18 fimbrial adhesin FedF, Nanobody NbFedF9",Nanobody Mediated Inhibition of Attachment of F18 Fimbriae Expressing Escherichia coli.,CELL ADHESION,"Adhesin, Fimbriae, cell adhesion, Inhibitor",,
7PS6,N,,The antibody response to SARS-CoV-2 Beta underscores the antigenic distance to other variants.,VIRAL PROTEIN,"SARS-COV-2 B.1.1.7 (Alpha) VARIANT, B.1.351 (Beta) VARIANT, P.1 (Gamma) VARIANT, B.1.617.2 (Delta) VARIANT, ANTIBODY, RECEPTOR-BINDING-DOMAIN, SPIKE, NEUTRALISATION, VIRAL PROTEIN/IMMUNE SYSTEM, VIRAL PROTEIN, IMMUNE SYSTEM, VIRAL PROTEIN-IMMUNE SYSTEM COMPLEX",,
1AJ7,,"IMMUNOGLOBULIN 48G7 GERMLINE FAB, 5-(PARA-NITROPHENYL PHOSPHONATE)-PENTANOIC ACID",Structural insights into the evolution of an antibody combining site.,IMMUNOGLOBULIN,"GERMLINE ANTIBODY, FAB, CATALYTIC ANTIBODY, AFFINITY MATURATION, IMMUNOGLOBULIN",,
6ITC,N,"Protein translocase subunit SecA, Protein translocase subunit SecY, Protein translocase subunit SecE, Nanobody, Translocating peptide, Green fluorescent protein",Structure of the substrate-engaged SecA-SecY protein translocation machine.,PROTEIN TRANSPORT,"SecA, SecY, Translocation, Cryo-EM, PROTEIN TRANSPORT",,
7OM5,N,,Anti-EGFR nanobody EgB4,IMMUNE SYSTEM,"EGFR, nanobody, cancer, signaling, IMMUNE SYSTEM",,
1C5D,,MONOCLONAL ANTIBODY AGAINST THE MAIN IMMUNOGENIC REGION OF THE HUMAN MUSCLE ACETYLCHOLINE RECEPTOR,The crystal structure of the Fab fragment of a rat monoclonal antibody against the main immunogenic region of the human muscle acetylcholine receptor.,IMMUNE SYSTEM,"IMMUNOGLOBULIN, IMMUNE SYSTEM",,
7E39,N,,Three epitope-distinct human antibodies from RenMab mice neutralize SARS-CoV-2 and cooperatively minimize the escape of mutants.,VIRAL PROTEIN/IMMUNE SYSTEM,"Spike, SARS-CoV-2, Antibody, VIRAL PROTEIN, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
5IJV,,"bovine Fab E03 light chain, bovine Fab E03 heavy chain",Conservation and diversity in the ultralong third heavy-chain complementarity-determining region of bovine antibodies.,IMMUNE SYSTEM,"antibody fab ultralong CDR H3, IMMUNE SYSTEM",,
7VNE,N,,A non-ACE2 competing human single-domain antibody confers broad neutralization against SARS-CoV-2 and circulating variants.,VIRAL PROTEIN,"SARS-CoV-2, nanobody, ANTIVIRAL PROTEIN, VIRAL PROTEIN",,
7WK8,N,,Structural basis for ACE2 engagement and antibody evasion and neutralization of SARS-CoV-2 Omicron variant,VIRAL PROTEIN,"SARS-CoV-2, coronavirus, Omicron variant, B.1.1.529 lineage, spike protein, VIRAL PROTEIN",,
7B3O,N,,A SARS-CoV-2 neutralizing antibody selected from COVID-19 patients binds to the ACE2-RBD interface and is tolerant to most known RBD mutations.,ANTIVIRAL PROTEIN,"neutralizing antibodies, SARS-CoV-2, RBD, ANTIVIRAL PROTEIN",,
6UYN,N,"Hemagglutinin (HA1), Hemagglutinin, IgG H chain, Lambda-chain (AA -20 to 215)",Crystal structure of influenza A virus hemagglutinin from A/Ohio/09/2015 bound to the stalk-binding CR6261 antibody Fab,VIRAL PROTEIN/IMMUNE SYSTEM,"hemagglutinin, vaccine design, antibody, Fab, flu, influenza, H1N1, structural genomics, NIAID, Seattle Structural Genomics Center for Infectious Disease, SSGCID, VIRAL PROTEIN, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
5ADP,,FAB A.17,Robotic Qm/Mm-Driven Maturation of Antibody Combining Sites.,IMMUNE SYSTEM,"IMMUNE SYSTEM, ENZYME REPROGRAMMING, ANTIBODIES, IG SUPERFAMILY, IN SILICO ANTIBODY MATURATION",,
6OIJ,N,"Guanine nucleotide-binding protein G(i) subunit alpha-1,Guanine nucleotide-binding protein subunit alpha-11, Muscarinic acetylcholine receptor M1, Antibody fragment, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1, Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2",Structures of the M1 and M2 muscarinic acetylcholine receptor/G-protein complexes.,SIGNALING PROTEIN,"G-protein coupled receptor-G-protein complex, neurotransmitter receptor, SIGNALING PROTEIN",,
7LQW,N,"SARS-CoV-2 spike glycoprotein, neutralizing antibody 2-17 Fab",Potent SARS-CoV-2 neutralizing antibodies directed against spike N-terminal domain target a single supersite.,VIRAL PROTEIN/IMMUNE SYSTEM,"COVID, COVID19, SARS-CoV2, prefusion, neutralizing, NTD, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
5W9I,N,"Spike glycoprotein, G4 VH, G4 VL",Immunogenicity and structures of a rationally designed prefusion MERS-CoV spike antigen.,VIRAL PROTEIN,"Immunogen, peplomer, viral spike, MERS, MERS S protein, antibody, G4, VIRAL PROTEIN",,
6U14,N,VHH R303 C33A/C102A mutant,"Role of a noncanonical disulfide bond in the stability, affinity, and flexibility of a VHH specific for the Listeria virulence factor InlB.",IMMUNE SYSTEM,"Nanobody, VHH, Internalin, Listeria, Disulfide bond, IMMUNE SYSTEM",,
7L1U,N,"Engineered Guanine nucleotide-binding protein subunit alpha, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1, Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2, single-chain antibody Fv fragment (svFv16), Hypocretin receptor type 2, Orexin",Structures of active-state orexin receptor 2 rationalize peptide and small-molecule agonist recognition and receptor activation.,MEMBRANE PROTEIN,"Class A GPCR, Orexin receptor 2, OX2R, membrane protein, Peptide agonist",,
4S1S,,"clade A/E 93TH057 HIV-1 gp120 core, Fab of VRC01-lineage antibody,45-VRC01.H5.F-185917 heavy chain , Fab of VRC01 light chain",Maturation and Diversity of the VRC01-Antibody Lineage over 15 Years of Chronic HIV-1 Infection.,VIRAL PROTEIN/IMMUNE SYSTEM/INHIBITOR,"HIV-1, neutralizing antibodies, VRC01-lineage, antibody maturation, evolutionary rate, VIRAL PROTEIN-IMMUNE SYSTEM-INHIBITOR complex",,
4KV5,,"Transforming growth factor beta-1, GC1009 scFv ""heavy chain"" and linker, GC1009 scFv ""light chain""",Structures of a pan-specific antagonist antibody complexed to different isoforms of TGF beta reveal structural plasticity of antibody-antigen interactions.,IMMUNE SYSTEM,"Cysteine knot, Fab, TGF-beta receptor mimetic, TGF-beta, TGF-beta receptor, immune system",,
6E63,N,"Pf48/45, TB31F Fab heavy chain, TB31F Fab light chain",Structural delineation of potent transmission-blocking epitope I on malaria antigen Pfs48/45.,IMMUNE SYSTEM,"malaria, transmission-blocking, antigen, antibody, IMMUNE SYSTEM",,
5SV4,N,Single Domain Antibody A3C8,Stability of isolated antibody-antigen complexes as a predictive tool for selecting toxin neutralizing antibodies.,TOXIN,"single domain antibody, sdAb, ricin, A-chain, TOXIN",,
6YXG,N,,An automated platform for structural analysis of membrane proteins through serial crystallography.,MEMBRANE PROTEIN,"Adiponectin receptor, ADIPOR2, ligand soaking, serial synchrotron crystallography, SSX, CrystalDirect, LCP crystallization, in meso, membrane proteins, MEMBRANE PROTEIN",,
4UUJ,,"ANTIBODY FAB FRAGMENT LIGHT CHAIN, ANTIBODY FAB FRAGMENT HEAVY CHAIN, VOLTAGE-GATED POTASSIUM CHANNEL KCSA",Structures of Kcsa in Complex with Symmetrical Quaternary Ammonium Compounds Reveal a Hydrophobic Binding Site.,IMMUNE SYSTEM/METAL TRANSPORT,"IMMUNE SYSTEM-METAL TRANSPORT COMPLEX, QUATERNARY AMMONIUM, PROTEIN-ANTIBODY FAB COMPLEX, IONIC CHANNEL, ION TRANSPORT, POTASSIUM CHANNEL",,
4MSW,,"ANTIBODY FAB FRAGMENT HEAVY CHAIN , ANTIBODY FAB FRAGMENT LIGHT CHAIN, pH-gated potassium channel KcsA",Using protein backbone mutagenesis to dissect the link between ion occupancy and C-type inactivation in K+ channels.,TRANSPORT PROTEIN,"Membrane protein, Channel, Ester, Unnatural amino acid, TRANSPORT PROTEIN",,
4LAQ,,Single chain antibody fragment scFv6H4,Structural characterization of a therapeutic anti-methamphetamine antibody fragment: oligomerization and binding of active metabolites.,IMMUNE SYSTEM,"methamphetamine, anti-methamphetamine antibody, therapeutic antibody, scFv, IMMUNE SYSTEM",,
7KQY,N,Heavy-Chain only Human Antibodies,"Crystal Structure and Characterization of Human Heavy-Chain Only Antibodies Reveals a Novel, Stable Dimeric Structure Similar to Monoclonal Antibodies.",IMMUNE SYSTEM,"IMMUNE SYSTEM, antibody, human heavy-chain dimer",,
5I8H,,"BG505 SOSIP.664 gp120, BG505 SOSIP.664 gp41, PGT122 Fab light chain, VRC34.01 Fab heavy chain, VRC34.01 Fab light chain, PGT122 Fab heavy chain",Fusion peptide of HIV-1 as a site of vulnerability to neutralizing antibody.,IMMUNE SYSTEM,"HIV-1, envelope, trimer, fusion peptide, antibody, neutralizing, IMMUNE SYSTEM",,
7LSE,N,"T025 Fab Heavy Chain, T025 Light Chain, Envelope protein E",Broad and potent neutralizing human antibodies to tick-borne flaviviruses protect mice from disease.,IMMUNE SYSTEM/VIRAL PROTEIN,"Tick-borne encephalitis virus, antibody, EDIII, TBEV, IMMUNE SYSTEM, IMMUNE SYSTEM-VIRAL PROTEIN complex",,
3ULU,,"Toll-like receptor 3, Fab15 light chain, Fab15 heavy chain, Fab12 light chain, Fab12 heavy chain, Fab1068 light chain, Fab1068 heavy chain",Lateral Clustering of TLR3:dsRNA Signaling Units Revealed by TLR3ecd:3Fabs Quaternary Structure.,IMMUNE SYSTEM,"Toll-like receptor-3, TLR3, innate immunity, leucine rich repeat, LRR, immunoglobulin, IMMUNE SYSTEM",,
5DD1,,"FabH chain of anti-HIV antibody DH570, L chain of anti-HIV antibody DH570",Initiation of immune tolerance-controlled HIV gp41 neutralizing B cell lineages.,IMMUNE SYSTEM,"HIV HIV-1 gp41 MPER antibody, IMMUNE SYSTEM",,
5GUX,N,"Antibody fab fragment light chain, Antibody fab fragment heavy chain, Nitric oxide reductase subunit B (E.C.1.7.2.5), Nitric oxide reductase subunit C",Dynamics of nitric oxide controlled by protein complex in bacterial system.,MEMBRANE PROTEIN,"metal-binding, membrane protein",,nitric oxide reductase and Fab fragment in complex with xenon
1N0X,,IMMUNOGLOBULIN LIGHT CHAIN/IMMUNOGLOBULIN HEAVY CHAIN/B2.1 peptide,Crystal Structure of a Broadly Neutralizing Anti-HIV-1 Antibody in Complex with a Peptide Mimotope,IMMUNE SYSTEM,"antibody-peptide complex, peptide dimer, IMMUNE SYSTEM",,
3UPA,,Anti-streptococcal/anti-myosin immunoglobulin kappa light chain variable region,General strategy for the generation of human antibody variable domains with increased aggregation resistance,IMMUNE SYSTEM,"immunoglobulin fold, IMMUNE SYSTEM",,
4ORZ,,"Tyrosine-protein kinase HCK (E.C.2.7.10.2), Protein Nef (E.C.1 M:B_ARV2/SF2 ), single domain antibody sdAb19 derived from llama",Structural basis for the inhibition of HIV-1 Nef by a high-affinity binding single-domain antibody.,TRANSFERASE/APOPTOSIS/IMMUNE SYSTEM,"SH3 domain, immunglobolin fold, Antibodies, Epitopes, HIV Antibodies, HIV Accessory Proteins, PxxP motif, Complementarity Determining Regions, TRANSFERASE-APOPTOSIS-IMMUNE SYSTEM complex",,
7LEX,N,,Cryo-EM structures of inhibitory antibodies complexed with arginase 1 provide insight into mechanism of action.,HYDROLASE/IMMUNE SYSTEM,"Arginase, Metalloenzyme, IMMUNE SYSTEM, HYDROLASE-IMMUNE SYSTEM complex",,
7K5Y,N,"Histone H3, Histone H4, Histone H2A, Histone H2B, scFv/DNA Complex",Distinct Structures and Dynamics of Chromatosomes with Different Human Linker Histone Isoforms.,NUCLEAR PROTEIN/DNA,"chromatosome, nucleosome, linker histones, Single-chain antibody, charge-charge interaction, chromatin, NUCLEAR PROTEIN, NUCLEAR PROTEIN-DNA complex",,
6O28,N,"4493 Fab heavy chain, 4493 Kappa light chain, Circumsporozoite protein, Anti-kappa VHH domain",Evolution of protective human antibodies against Plasmodium falciparum circumsporozoite protein repeat motifs.,IMMUNE SYSTEM,"Malaria, antibody, IMMUNE SYSTEM",,
4D9Q,,"Factor D, Anti-Factor D, light chain, Anti-Factor D, heavy chain",Inhibiting alternative pathway complement activation by targeting the factor d exosite.,HYDROLASE/IMMUNE SYSTEM,"Factor D, complement, antibody, exosite, Fab, chymotrypsin, protease, HYDROLASE-IMMUNE SYSTEM complex",,
1F3R,,,"The third-dimensional structure of the complex between an Fv antibody fragment and an analogue of the main immunogenic region of the acetylcholine receptor: a combined two-dimensional NMR, homology, and molecular modeling approach.",IMMUNE SYSTEM,"IG-FOLD, IMMUNO COMPLEX, ANTIBODY-ANTIGEN, BETA-TURN, IMMUNE SYSTEM",,
6Y1K,N,"FAB A.17 L47K mutant HEAVY CHAIN, FAB A.17 L47K mutant Light Chain",Multiscale computation delivers organophosphorus reactivity and stereoselectivity to immunoglobulin scavengers.,IMMUNE SYSTEM,"QM/MM computation; designed biocatalysts; bioscavengers; phosphoryl transfer; organophosphorus agents, IMMUNE SYSTEM",,
5GS0,N,"Toll-like receptor 3, light chain (anti-TLR3), heavy chain (anti-TLR3), heavy chain (anti-Lid), light chain (anti-Lid)",Crystal structure of mono- and bi-specific diabodies and reduction of their structural flexibility by introduction of disulfide bridges at the Fv interface.,IMMUNE SYSTEM,"diabody, antibody fragment, complex, IMMUNE SYSTEM",,
4RFO,,"HIV-1 clade A/E gp120, m48u1 CD4 mimetic peptide, N60-i3 Fab heavy chain, N60-i3 Fab light chain",Cocrystal Structures of Antibody N60-i3 and Antibody JR4 in Complex with gp120 Define More Cluster A Epitopes Involved in Effective Antibody-Dependent Effector Function against HIV-1.,VIRAL PROTEIN/IMMUNE SYSTEM/INHIBITOR,"HIV-1 GP120, CLADE A/E 93TH057, VIRAL PROTEIN, VIRAL PROTEIN-IMMUNE SYSTEM-INHIBITOR complex",,
5A16,,FAB4201 HEAVY CHAIN,Crystal Structure of the Anion Exchanger Domain of Human Erythrocyte Band 3,IMMUNE SYSTEM,"IMMUNE SYSTEM, FAB FRAGMENT, ANION EXCHANGER",,
3WFE,,"antibody fab fragment light chain, antibody fab fragment heavy chain, Nitric oxide reductase subunit B (E.C.1.7.2.5), Nitric oxide reductase subunit C",Structures of reduced and ligand-bound nitric oxide reductase provide insights into functional differences in respiratory enzymes,IMMUNE SYSTEM/OXIDOREDUCTASE,"metal-binding, membrane protein, IMMUNE SYSTEM-OXIDOREDUCTASE complex",,
3EOT,,"FAB FRAGMENT, HEAVY CHAIN, FAB FRAGMENT, LIGHT CHAIN",An antibody loop replacement design feasibility study and a loop-swapped dimer structure.,IMMUNE SYSTEM,"antibody, Fab, VLA-1, domain swap, proten engineering, IMMUNE SYSTEM",,
6WW5,N,"DASS family sodium-coupled anion symporter, Fab84 Heavy Chain, Fab84 Light Chain",Structural basis for the reaction cycle of DASS dicarboxylate transporters.,MEMBRANE PROTEIN,"Transporter, MEMBRANE PROTEIN",,
5VR9,N,"CH1/Ckappa Fab heavy chain, CH1/Ckappa Fab light chain",Computational design of a specific heavy chain/ kappa light chain interface for expressing fully IgG bispecific antibodies.,IMMUNE SYSTEM,"bispecific antibody, computational design, heavy chain/light chain interface, CH1/Ckappa interface, IMMUNE SYSTEM",,
6ID4,N,"HLA class I histocompatibility antigen, A-11 alpha chain, Beta-2-microglobulin, Heavy chain, Light chain, peptide",Defining the structural basis for human alloantibody binding to human leukocyte antigen allele HLA-A*11:01.,IMMUNE SYSTEM,IMMUNE SYSTEM,,
5VK6,N,"Antibody Heavy Chain, Antibody Light Chain, pH-gated potassium channel KcsA",The gating cycle of a K+ channel at atomic resolution.,IMMUNE SYSTEM/TRANSPORT PROTEIN,"KcsA, open, non-inactivating, potassium channel, IMMUNE SYSTEM-TRANSPORT PROTEIN complex",,
4JN1,,anti-dabigatran Fab1,A specific antidote for dabigatran: functional and structural characterization.,IMMUNE SYSTEM,"IgG fragment binding dabigatran, immune system",,
4B41,,ANTIBODY G7,Crystal Structure of an Amyloid-Beta Binding Single Chain Antibody G7,IMMUNE SYSTEM,"IMMUNE SYSTEM, ALZHEIMER'S DISEASE",,
1TQC,,prion protein/VRQ14 Fab Heavy chain/VRQ14 Fab light chain,Insight into the PrPC-->PrPSc conversion from the structures of antibody-bound ovine prion scrapie-susceptibility variants,UNKNOWN FUNCTION/IMMUNE SYSTEM,"prion, antibody, UNKNOWN FUNCTION-IMMUNE SYSTEM COMPLEX",,
1SEQ,,Fab MNAC13,Neutralization of NGF-TrkA Receptor Interaction by the Novel Antagonistic anti-TrkA Monoclonal Antibody MNAC13: a Structural Insight,IMMUNE SYSTEM,"Immunoglobulin, IMMUNE SYSTEM",,
7L77,N,,Crystal structure of broadly HIV-1-neutralizing antibody,IMMUNE SYSTEM,"broadly neutralizing antibody, vaccine-elicited, HIV-1, IMMUNE SYSTEM",,
6O8D,N,"T-cell-specific surface glycoprotein CD28, Anti-CD28xCD3 CODV Fab Light chain, Anti CD28xCD3 CODV-Fab Heavy chain",Trispecific antibodies enhance the therapeutic efficacy of tumor-directed T cells through T cell receptor co-stimulation,IMMUNE SYSTEM,"Multispecific antibody, cross-over dual variable immunoglobin, multifunctional biotherapeutic format, bispecific property, CODV, immune system, T cell activation",,
6MJZ,N,"Fusion glycoprotein F0, PIA174 Fab Heavy chain, PIA174 Fab Light chain",Structure-based design of a quadrivalent fusion glycoprotein vaccine for human parainfluenza virus types 1-4.,VIRAL PROTEIN/immune system,"hPIV3 Envelope, asymmetric, complex, antibody, VIRAL PROTEIN, VIRAL PROTEIN-immune system complex",,
5OWP,N,"scFv-SM3, 5,6-DIHYDRO-BENZO[H]CINNOLIN-3-YLAMINE",The Use of Fluoroproline in MUC1 Antigen Enables Efficient Detection of Antibodies in Patients with Prostate Cancer.,IMMUNE SYSTEM,IMMUNE SYSTEM,,
7VSW,N,,Design of a Novel Fab-Like Antibody Fragment with Enhanced Stability and Affinity for Clinical use.,BIOSYNTHETIC PROTEIN,"antibody, therapeutic, BIOSYNTHETIC PROTEIN",,
1D6V,,CHIMERIC GERMLINE PRECURSOR OF OXY-COPE CATALYTIC ANTIBODY AZ-28 (LIGHT CHAIN)/CHIMERIC GERMLINE PRECURSOR OF OXY-COPE CATALYTIC ANTIBODY AZ-28 (HEAVY CHAIN),Conformational effects in biological catalysis: an antibody-catalyzed oxy-cope rearrangement.,IMMUNE SYSTEM,IMMUNE SYSTEM,,
6SNC,N,"LNO1 Light Chain, LNO1 Heavy Chain, Envelope glycoprotein gp160",Structural Basis for Broad HIV-1 Neutralization by the MPER-Specific Human Broadly Neutralizing Antibody LN01.,IMMUNE SYSTEM,"gp41, antibody, complex, MPER, IMMUNE SYSTEM",,
3MXW,,"Sonic hedgehog protein, 5E1 light chain, 5E1 heavy chain",Hedgehog pathway antagonist 5E1 binds hedgehog at the pseudo-active site.,SIGNALING PROTEIN,"antibody complex, fab fragment, metalloprotease, calcium binding, zinc hydrolase, development, morphogen, SIGNALING PROTEIN",,
2DWD,,,Crystallographic Study of the Tetrabutylammonium Block to the KcsA K(+) Channel,MEMBRANE PROTEIN,"potassium channel, membrane protein, tetrabutylammonium, K+, KcsA",,
4Z7O,,"Integrin alpha IIb, Integrin beta 3, Monoclonal antibody 10E5 heavy chain, Monoclonal antibody 10E5 light chain, tetrapeptide ALA-GLY-ASP-VAL",beta-Subunit Binding Is Sufficient for Ligands to Open the Integrin alpha IIb beta 3 Headpiece.,Membrane protein/Immune system,"CELL ADHESION, PLATELET AGGREGATION, Membrane protein-Immune system complex",,
1BQL,,HYHEL-5 FAB COMPLEXED WITH BOBWHITE QUAIL LYSOZYME,Refined structures of bobwhite quail lysozyme uncomplexed and complexed with the HyHEL-5 Fab fragment.,ANTIBODY/ANTIGEN,"ANTIBODY-ANTIGEN complex, HYHEL-5, ANTI-LYSOZYME, BOBWHITE QUAIL",,
5VVF,N,"354BG1 Heavy Chain, 354BG1 Light Chain",Asymmetric recognition of HIV-1 Envelope trimer by V1V2 loop-targeting antibodies.,IMMUNE SYSTEM,"HIV, broadly neutralizing antibody, IMMUNE SYSTEM",,
